slang	formal
palinf dah ajaa gnii	paling sudah  saja begini
buktiin gimn nyakiti dlrng	buktikan bagaimana menyakiti  dilarang 
nee mabal jauuhhh	ini bolos jauh
drimnanya kecik pluk dalil2	darimananya kecil peluk dalil-dalil
gilaaa u muantaap mepet cwnya	gila untuk mantap dekat sekali ceweknya
aminnnn ts dr sabi bnchi	amin penulis dari  bisa benci
cama-cama batesin garuk2 hubngan dkntr kereen	sama-sama batasi garuk-garuk hubungan di kantor  keren
dengarin ampunn nyambung sekola	mendengarkan ampun menyambung sekolah 
sbuah sembuhin kontak2	sebuah sembuhkan  kontak-kontak
ungkit2 oma2 paraa shayyy brur yoookkkk	ungkit-ungkit oma-oma para say saudara laki-laki yuk
gambarin sikap2 simiskin ngisi tuhh baanget	gambarkan sikap-sikap miskin mengisi tuh banget
laen kata2nya nekolim dapa ngomng	lain kata-katanya neokolonialisme ada apa mengomong
anjrit knpp daaaah sialannn	anjing kenapa deh sialan
tembemmm punye reg ngerasain nawarin qm	tembem punya  register merasakan  menawari kamu
ababil cantikx ajg yh haiii maksutku	abg labil cantiknya anjing ya hai maksudku
anjayyyy goblokkk ngmng bantuanny	anjay goblok mengomong bantuannya
msalah keukeuh nyuci	masalah keras kepala cuci 
konsekwensi kra laki2 nyaaa hokiii	konsekuensi kira laki-laki nya hoki
konsul aquwh seruu ank2nya khan	konsultasi aku seru anak-anaknya kan
iy rese istrht	iya resek istirahat 
bngks mcm tambahin khanz	bungkus  macam tambahkan kan
humas atuh doonk simiskin lucuuuuuuuuuu ngerayain	hubungan masyarakat kalau begitu dong miskin lucu merayakan
tium sekaliiiii penghianat	cium sekali pengkhianat 
kasar2 prmptn pdhal	kasar-kasar perempatan  padahal 
maem mksd ngrasain moqa subuh2 yoooiii	makan maksud merasakan  moga subuh-subuh yoi
dket2in kalogak gbsa	dekat-dekati kalo enggak ga bisa
nelen kslahan nyelesain	telan  kesalahan menyelesaikan
jkrt oalaaaa baik2 muantteepp canyk	jakarta  walah baik-baik mantap cantik
liat klakuan smoga	lihat kelakuan semoga 
cowwyy brngkt nyakitin inggrisny nunduk bgtttt	maaf berangkat  menyakiti inggrisnya menunduk banget
anjirrrr yawdah bkin sm2 ujunggg	anjir ya sudah bikin sama-sama ujung
khidupan artist2 nmnya dongggg belain ngcpin	kehidupan artis-artis namanya dong membela mengucapkan
bedua brhjb slmt seandainy jatoh pengen	berdua berhijab selamat  seandainya jatuh ingin
seeeemua coeggg bres	semua coeg beres
idk tk hadeeehhh penjas sangat2 kangeeeennn	saya tidak tahu tak aduh pendidikan jasmani sangat-sangat kangen
nemenin hadeeuh pnjng nyiram tmen2	menemani  aduh panjang menyiram teman-teman
ngomng magabut jauhhh nmbah	mengomong makan gaji buta jauh bertambah
keak nantii ngrasain mb	kayak nanti merasakan  mbak
ngumpul dah gaje	berkumpul sudah  enggak jelas
oprasi ndk gprnh ngerebut lekong malangg	operasi tidak  tidak pernah merebut laki malang
laka syirik2 ibliss tetaplaah ohhhh	kecelakaan syirik-syirik iblis tetaplah oh
beud sapa2 duuhh iyaaa	banget sapa-sapa duh iya
beti brmslh inni	beda tipis bermasalah  ini
didengerin reklamuk uwakk pcaran bertatto kgak	didengarkan reklamasi uwak pacaran bertato tidak 
nangiiis pst diamkn duuhhhhh	menangis pasti diamkan duh
sndiri ktaa temenn naon yayang	sendiri  kita teman apa sayang
brs ckrng jd'y seterong	beres  sekarang jadinya setrong
maksd sehh apz hebaat	maksud sih apa hebat
duhh latgab ne qaqa	duh latihan gabungan ini kakak
poollll para2 pntng hal2 kokkk cucokkk	pol parah-parah penting  hal-hal kok cocok
lma m ubat ajibb ngingetin gataunya	lama sama obat  ajib mengingatkan  enggak taunya
bwt paripurnahh kerrrrennnn sembuhin hiri	buat paripurna keren sembuhkan  hari
kaliannnnnm ber3 thks pengikutny almh	kalian bertiga terima kasih pengikutnya almarhumah
komentar2 ngadu bner2 laka	komentar-komentar mengadu benar-benar kecelakaan
bgttt yokk biasaaaa maniez prcuma konjen	banget yuk biasa manis percuma konsulat jenderal
rempong sbuah nari flm subuh2	repot sebuah menari film subuh-subuh
mesen ngerjain sumpahh guaaaaaaa	pesan  mengerjakan  sumpah gua
rese shay byrin woow ughaa kasiian	resek say bayarkan wow juga kasihan
smuanya korek2 bg skt	semuanya  korek-korek bang sakit 
pdhl segitunya anjimmm jugaaa	padahal  sebegitunya anjing juga
bingit elu capek	banget lu capai 
rame jkrt lipetan	ramai  jakarta  lipatan
sendri cali jrang cpt cariin sedihhh	sendiri caci jarang cepat  carikan sedih
seru2 glembeeeer bangeeet kaaa tmpat	seru-seru gelambir banget kak tempat 
msg2 syng saia bokep krupuk mendingan	masing-masing sayang  saya porno kerupuk  lebih baik
jln sekola benar2 jubir	jalan sekolah  benar-benar juru bicara
telkom hebaat benahin	telekomunikasi hebat membenahi
berbeda2 deyh hrus	berbeda-beda deh harus 
nagiss ugaaa klo prempuan cobaaa curanmor	menangis juga kalo perempuan coba pencurian kendaraan bermotor
ngalahin cmn bdan bungkuuussss karir.a mbg	mengalahkan hanya  badan  bungkus karirnya mbak
lgs polantas bol3h nyubit bisaaa	langsung polisi lalu lintas boleh mencubit bisa
pede yooookkk dr yoiii knan ko	percaya diri yuk dari  yoi kanan kok
hijap gituin ngriii nari sikap2 hokiii	hijab itu  mengiri menari sikap-sikap hoki
pasutri kira2 kebanggan jendes adain	pasangan suami istri kira-kira kebanggaan janda mengadakan
dksh mgkn dapah lb nahan kelus	dikasih  mungkin ada apa lembar  tahan  kali
aduhh kannn dgr mndgn smkin	aduh kan dengar  lebih baik semakin
donkk makny gegra	dong maknya gegara
tau kreean daaah cocokkkk	tahu  keren dah cocok
shbat ampe yowes	sahabat sampai ya sudah
cantip linmas jt	cantik perlindungan masyarakat juta
tongolin pulaa tgl	menongol pula tanggal
enakkkkk badaaiii mmbanggakan	enak badai membanggakan
gak papa jwbn asekk catiiiiik ikut2	tidak apa-apa jawaban  asyik cantik ikut-ikut
yayang brjdh badaaiii kodya satuuuuu dapa	sayang berjodoh badai kota madya satu ada apa
jdi gueeeee ndax hiii	jadi  gue tidak hai
terhaaru orabg mmperbaiki haduuuh	terharu orang memperbaiki aduh
kalli kokkk dtnggu tmpt temen-temen nyoblos	kali kok ditunggu tempat teman-teman mencoblos
ngapain cemungut prodaknya ampyunnnn lyt	mengapai semangat produknya ampun lihat
kasar2 payahh miripppp tahannn tlg nyambet	kasar-kasar payah mirip tahan tolong menyambat
cntk ank2 biza	cantik anak-anak bisa
gewlaaaaa aminnn kebukti dibnggain ditengah2	gila amin terbukti dibanggakan ditengah-tengah
gokilnya berdikari bntar lbihh pede msuk	gilanya berdiri di atas kaki sendiri sebentar  lebih percaya diri masuk
gthu prcuma ngrti anter	begitu percuma mengerti antar
gda paripurnahh nyet	enggak ada paripurna monyet
guoblok caper tiga2nya bacaaaa lgsung ngacaaa	goblok cari perhatian tiga-tiganya baca langsung  mengaca
sebnyak dosax bae sbh dtng	sebanyak dosanya baik  sebuah datang 
duhhhhh blg rsk sadis2	duh bilang  rusak  sadis-sadis
busedh nengok dee suaraynyaa	buset tengok  dek suaranya
gtuu hat jelas2	begitu hati jelas-jelas
brs nabung ngrusak	beres  tabung  merusak
laaaah ahhhh bantuanny okedech pucing	lah ah bantuannya oke pusing
trutama comen less ketrima	terutama komen kurang diterima
mnjijikaaaaaan gkk semangaatt akuuuur gemeeezzzz	menjijikkan enggak semangat akur gemas
ngrti yhaaa gueeeee mukae tapo nasehatin	mengerti ya gue mukanya tapi menasihati
sbtr parsis padet anjg ngebantu	sebentar  persis padat anjing membantu
ktny reskrim gda n	katanya  reserse kriminal enggak ada dan
okz segtu sok2 karna priksa tauk	oke sebegitu sok-sok karena  periksa tahu
cmpur keliatannya boss sapose cocookk	campur kelihatannya bos siapa cocok
liatnyaaa yelah melihara smulla	lihatnya yailah  memelihara semula
dahh ntar kece2 kbykn mndaptkan	dah nanti  kece-kece kebanyakan  mendapatkan
trjadi cerdass lgsung istiqomah	terjadi cerdas langsung  istikamah
dpnrmh pcrn nd kekgini cino ngayal	depan rumah  pacaran indak kayak begini cina mengkhayal
stuju bneraan ampyunnnn sampai2 karna hrusnya	setuju benaran ampun sampai-sampai karena  harusnya
akau nyobain ngilangin kpn	aku mencoba menghilangkan kapan 
bgini mudaa nyicil iniw slamet seru2an	begini  muda mencicil ini selamat seru-seruan
melakukn jelex mkny bebrp th2	melakukan jelek maka itu beberapa tahun-tahun
prjuangan ngomongnya nyatakan paksin idk	perjuangan mengomongnya menyatakan vaksin saya tidak tahu
bgs dbwt au ah donkk knp	bagus  dibuat  tidak mau tahu dong kenapa 
mff sebaik2 wooow elus2 hayal atit	maaf sebaik-baik wow elus-elus khayal sakit 
reskrim mndptkn tebir	reserse kriminal mendapatkan  ribet
keputihn wiiiihhhhhhhhh mndptkn dikemanain teruss pasangn	keputihan wih mendapatkan  dikemanakan terus pasangan
teros baca2 mokad prempuan	terus  baca-baca mati perempuan
mam spti kmar sendratari waaaaw	makan seperti kamar seni drama tari wow
bodhooo ngilang lgunya alay ketuker	bodoh menghilang lagunya norak tertukar
keputihn smua aqu kgiatan kakakkk	keputihan semua aku kegiatan kakak
iriiiii indo kebayanyaa kmrn ilang2 niiih	iri indonesia kebayanya kemarin  hilang-hilang nih
lcu prnh tengaj nipu miapa	lucu pernah  tengah tipu demi apa
nobar zonk cemunguth brs	menonton bareng bodoh semangat beres 
nyiapin kite gituin kyknya dkmps	mempersiapkan kita  itu  sepertinya  di kampus 
yg mato nyangkaa positippp yoiii	yang  mata menyangka positif yoi
sblum biasaaaa mantapppppp penyanyi2 gaa	sebelum biasa mantap penyanyi-penyanyi enggak
canti puter th iyala koment coeg	cantik putar  tahun iya lah komentar jancuk 
nyobain dri ciumman mh brayyy	mencoba dari  ciuman mah bray
smog syantik lw maauuu	semoga cantik lu mau
sbnt xlian tumben kiya sdah tantee	sebentar  kalian tidak biasa kita sudah  tante
srtfkt mantaaap yl temen-temen yahhh	sertifikat mantap yang lain teman-teman ya
ngebuktiin nha cogan aamien	membuktikan nya cowok ganteng amien
gemesshh wamil tgk dnk slahkan pandanginya	gemas wajib militer tengok dong salahkan memandanginya
tlpn lluu sbagai buber celalaw cantiiiiiiik	telepon  lu sebagai buka bersama selalu cantik
alhamdulillaaaaah gaada mskasih	alhamdulillah tidak ada terima kasih
personill abiiiiisssss samo dulurrr telaatt hansip	personil habis sama  dulur telat pertahanan sipil
liatt gokilnya ngurusan ngirim	lihat gilanya mengurusi mengirim
dpnrmh kepngn stngh	depan rumah  ingin  setengah 
ilmh sampe bgt bngun qq sumpek	ilmu sampai sangat  bangun kakak sempit
ngimpi seruu ora suarranya curhat2 ygs	mimpi seru tidak suaranya curhat-curhat sayang
kangeeeeeeeeennnnnnnn gimanaaaa gitu	kangen bagaimana begitu 
naaahhh tengaj siech temen2	nah tengah sih teman-teman
badaaiii aamiinnn iyap trkait idk	badai amin iya terkait saya tidak tahu
srg pokonya ajay	sering  pokoknya anjay
cm mansyoallah sayangx giniin neko2	cuma  masyaallah sayangnya beginikan neko-neko
penjas uplot gapap keeeerrrreeeennnnnnnnn	pendidikan jasmani unggah enggak apa-apa keren
sblah scpatny ngapah dy orangg caiank	sebelah secepatnya kenapa dia orang sayang
tmpat siippp nyaaaaaaaaaaaaa paripurnahh	tempat  sip nya paripurna
maaci dengeeriin krjaan durhaka2 bhy	terima kasih dengarkan pekerjaan durhaka-durhaka bahaya 
dengarin plg eyke helloo kgn	mendengarkan pulang aku halo kangen
sbl gnti dijkt silauuu nyubit mimpiii	sebelah  ganti dijakarta silau mencubit mimpi
syantiiiiikkkkkkkkkkkk kmu tnpa bwh sorang	cantik kamu  tanpa  bawah seorang 
salaam lamp taux	salam lampiran taunya
hellow kmbali gbr pelatnas nanget jl	halo kembali gambar  pemusatan latihan nasional banget jalan 
yank banget hiduppp	sayang  sekali  hidup
lnsg ilang-in naturalllll	langsung  hilangkan natural
canyk cr trll jatoh klow dunk	cantik cara terlalu jatuh kalau dong
thks rapih kobul tap8 pp	terima kasih rapi kabul tapi pulang pergi
sblh kmarin percya iyala seindonesiyah dodol	sebelah kemarin percaya iya lah seindonesia bodoh
dosax diindonesis kapt guee gawl mbaak	dosanya diindonesia kapten gue gaul mbak
sesek segerr mlt.a	sesak segar mulutnya
helooooo kl jubir b2 belon	halo kalau  juru bicara berdua belum 
bsoq mhsw inia cantik2nya ngiri	besok mahasiswa  ini cantik-cantiknya mengiri
kebukti red dijkt baikxa	terbukti redaksi dijakarta baiknya
ndak mabes anehhh zama waaawwww	tidak markas besar aneh zaman wow
kaaaaaann kokohh abizzz novembr ntappp	kan engkoh habis november mantap
rata2 ngtif dianterin astagaaaaaa	rata-rata negatif diantar astaga
bangga2in kpan kayahhh kauuuu tehhhh	membangga-banggakan kapan  kaya kau teh
nerawang smgaa namnya kamyu pokok'a ciieeeeeee	menerawang semoga namanya kamu pokoknya cie
kayak kbawa qta	mirip  terbawa kita 
enk cuantek sempurnaa	enak cantik sempurna
kaak ntappp editannn	kak mantap editan
thd trrharu dibanggain nganterin celalaw mepet	terhadap  terharu dibanggakan mengantarkan selalu dekat sekali
blnja problem hmpir	belanja masalah hampir
inghinn iniiiii trutama	ingin ini terutama
ngoceh kebangetak nggeh	mengoceh kebangetan engah
sinetron guw aamiiin ambilin	sinema elektronik gue amin mengambil
pucing nyembah mnjadi	pusing sembah menjadi
ngelamar lha dpk kerasin	melamar lah depok  kerasi
termurahhh ksyngn dh solve smuaaa	termurah kesayangan sudah solusi semua
lahhhhhh hngga sapose jauuhhh	lah hingga siapa jauh
pinter panggilan'y mauu gmn	pintar panggilannya mau bagaimana 
sunggu mgk nangis2	sungguh mungkin menangis-nangis
ngmngin kabor wlwpun nmny	mengomongkan kabur walaupun namanya 
jauhin ademmm mamer s'lalu udah2	jauhi adem memamerkan selalu sudah-sudah
samaaaa mutuain ditemenin brdiri	sama memutuskan ditemani  berdiri
dsni pingin jadulnya	disini ingin  jaman dulunya
bnci catiiiiik yakk gga	benci cantik ya enggak
nmenarik liptsk ngerasain	menarik lipstik merasakan 
sabaro kmu pdhal lau	sabar kamu  padahal  kau
gengges halangin munafikk bedainnya	ganggu halangi munafik membedakannya
peliharaaaa trjadi saltummmm	pelihara terjadi salah kostum
ttap hijabb yhaaa mpe paati	tetap hijab ya sampai pasti
bngttt y bneraan hrsnya positippp	banget ya benaran harusnya positif
kreative gambarin bela2in lanjutin k' terbaeq	kreatif gambarkan membela-bela lanjutkan kak terbaik
ktanya lupain baikk woww	katanya melupakan baik wow
bangeeet nmny laff dpotong	banget namanya  cinta dipotong
ngarang ngak iyala	mengarang tidak  iya lah
abanggg akika orang2 trdpt	abang aku orang-orang terdapat 
bingiittt bgect centilnyaaaaaa wat kelus	banget banget centilnya buat kali
prsatukn ngebully mnrt smngat eey	persatukan intimidasi menurut semangat eh
mentang2 kata2 mbak2 ngurus	mentang-mentang kata-kata mbak-mbak urus 
main2 soal'y hndk kangeeeeeeeenya gn	main-main soalnya hendak kangen begini
bnr2 nikahin gara2 kmren	benar-benar menikahi gara-gara kemarin 
mauu bca dibls hi	mau baca dibalas hai
ngomong kekk aq subhnallah	mengomong kayak aku subhanallah
bukti2 slam wat ngom alm	bukti-bukti salam buat mengomong almarhum
nolak dpet capcus imuttzz dtg sisain	tolak  dapat  pergi imut datang  menyisakan
taekk sdng dimance jem	tahi sedang  dimana jam 
jlek jelex kaaaa pp wjh	jelek jelek kak pulang pergi wajah
gitu2 lgsung ksn	begitu-gitu langsung  kesana 
gajelas mutuain brg kyy smnagatin sayangkuh	tidak jelas memutuskan barang  kaya menyemangati sayangku
miriiiiip amiiiiiiiiiinnnnnnn baju'a	mirip amin bajunya
pu hadeeuh sadis2 saat2 sekrang ap	punya aduh sadis-sadis saat-saat sekarang apa
bnern laff ngiler luthu pertanyaanny mknan	benaran cinta mau lucu pertanyaannya makanan 
jilbb cantiknyaa fans	jilbab cantiknya fan
jendesss drimana kabor kmewahan bju d	janda darimana kabur kemewahan baju ada
macem-macem cantiik uitnya	macam-macam cantik duitnya
kocakkkkkk mngira duluu kekeuh	kocak mengira dulu keras kepala
sbl manisss bhijab	sebelah  manis berhijab
lucu2 mehoonggggg jelasssss trusan.a komenan	lucu-lucu mahal jelas terusannya komentar
lowh huum temennya ktanya	kamu iya temannya katanya
deeek awak gemez smrg	dek saya gemas semarang
ngiri wlau maafin berdikari ber'expresi biasa2	mengiri walau memaafi berdiri di atas kaki sendiri berekspresi biasa-biasa
penyakitny gile bebrp	penyakitnya gila  beberapa
fi stelah suksea mai	di setelah  sukses mau
termuraaahhhh ganti'kn emangnya alamiii jem	termurah menggantikan memangnya alami jam 
muker mudah2 difotoin basbang	musyawarah kerja mudah-mudah difoto basi
shabat slesai didengerin tuch	sahabat selesai  didengarkan tuh
niiihh diemin maksd iyaaaa suda	nih diamkan maksud iya sudah
andaaa yukss dijwb yapp	anda yuk dijawab ya
bpkmu kesel yoookkkk biarin plng kale	bapakmu kesal  yuk biarkan pulang  kali
maaciw mampuussss jorookknya yokk biasaaa ongkirr	terima kasih mampus joroknya yuk biasa ongkir
tunjukin skola hlm uwahhhhh	tunjukkan sekolah  halaman  wah
halow bundaaaa nulis	halo bunda menulis
tunjukin menyebut2 sekaliiii	tunjukkan menyebut-nyebut sekali
jeniuss gils kaakk cyiiin sekola	jenius gila kak cinta sekolah 
dodol nda w diemm ngiringan berarto	bodoh tidak saya diam mengiringi berarti
disono btw tokai	di sana by the way tai
smulla gepeng ori kmanusiaan kmna gemezzzz	semula gelandangan dan pengemis orisinal kemanusiaan kemana  gemas
sygkuu egp ithu	sayangku emang gue pikirin itu
laper giti azeeeek	lapar  begitu asik
mbaakk brsama pcrn karya2 iyuuhhh	mbak bersama pacaran karya-karya ih
jdulnya kunjungin eke kubarikan	judulnya kunjungi aku kuberikan
bhs pokonya nyebutin sayanggg	bahas  pokoknya menyebutkan sayang
woles iyak sucses	selow iya sukses
cogan aaahh mf ngeluarin	cowok ganteng ah maaf mengeluarkan
yawda salluutt o/ cumn	ya sudah salut oleh cuman
ntappp kepikiran dihh sukur2 ngembali	mantap terpikirkan dih sukur-sukur kembali
endak jauuhhh waw selmnya ngeriiiiii ngejelek2in	tidak jauh wow selamanya ngeri menjelek-jelekkan
bante coret2 iaa le iu beti	bantai coret-coret ya boleh itu beda tipis
luaarrr cepet2 bagusss trrharu knp	luar cepat-cepat bagus terharu kenapa 
kellen yaa kanwil ngerayain bante	kalian ya kantor wilayah merayakan bantai
tny skit bujubune ngehancurin mupeng	ternyata  sakit luar biasa menghancurkan muka pengin
kaya'a moqa kaak bngt	kayanya moga kak sangat 
gara2 ngucapin wamil mff kuliyh	gara-gara mengucapkan wajib militer maaf kuliah
naaaak canci nontonny kmi	nak cantik menontonnya kami
sungguh2 dak dehhh barang2	sungguh-sungguh indak deh barang-barang
krjaan coment beginiiii silauuu ngegemesin latgab	pekerjaan komen begini silau menggemaskan latihan gabungan
dengerin sllu blim canyk awaas	dengarkan selalu  belum cantik awas
ruz uwakk mrh bngng	terus uwak marah  bingung 
yukkk baanget gituuuuu	yuk banget begitu
ngembali bgm tanda2nya	kembali bagaimana  tanda-tandanya
